,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
13886,Female,Loyal Customer,20,Personal Travel,Eco,239,5,4,0,3,2,0,2,2,5,5,5,5,4,2,3,0.0,satisfied
13887,Female,Loyal Customer,38,Personal Travel,Eco,743,1,4,1,4,2,1,5,2,3,4,4,3,5,2,46,47.0,neutral or dissatisfied
13888,Female,disloyal Customer,57,Business travel,Eco,872,3,3,3,3,4,3,5,4,1,1,3,1,2,4,0,0.0,neutral or dissatisfied
13889,Female,disloyal Customer,28,Business travel,Eco,804,4,4,4,3,4,4,1,4,3,2,4,1,3,4,0,0.0,neutral or dissatisfied
13890,Male,Loyal Customer,38,Business travel,Eco Plus,1050,3,3,4,3,3,4,3,3,1,5,1,5,5,3,0,0.0,satisfied
13891,Male,Loyal Customer,39,Business travel,Business,1672,2,2,2,2,5,4,5,3,3,4,5,5,3,5,23,17.0,satisfied
13892,Female,Loyal Customer,25,Personal Travel,Eco,187,2,4,2,3,3,2,3,3,4,4,5,4,3,3,0,17.0,neutral or dissatisfied
13893,Female,Loyal Customer,56,Personal Travel,Eco,587,2,5,2,2,3,4,5,2,2,2,2,3,2,4,6,0.0,neutral or dissatisfied
13894,Male,Loyal Customer,69,Personal Travel,Eco,223,3,5,0,3,3,0,2,3,5,5,5,5,5,3,0,0.0,neutral or dissatisfied
13895,Female,Loyal Customer,41,Business travel,Business,937,2,4,4,4,1,3,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
13896,Female,disloyal Customer,25,Business travel,Business,1062,3,0,2,1,5,2,5,5,5,3,5,5,4,5,40,25.0,neutral or dissatisfied
13897,Male,Loyal Customer,25,Business travel,Eco Plus,1558,3,4,4,4,3,3,2,3,2,1,4,1,4,3,8,0.0,neutral or dissatisfied
13898,Male,Loyal Customer,22,Personal Travel,Business,2358,3,5,4,3,4,3,3,3,4,5,5,3,3,3,0,0.0,neutral or dissatisfied
13899,Male,Loyal Customer,60,Business travel,Eco,1020,2,1,1,1,2,2,2,2,3,5,2,3,3,2,3,0.0,neutral or dissatisfied
13900,Male,Loyal Customer,42,Business travel,Eco,101,4,3,3,3,4,4,4,4,2,1,2,2,5,4,0,0.0,satisfied
13901,Female,disloyal Customer,34,Business travel,Business,1671,1,1,1,5,4,1,4,4,4,4,4,3,5,4,0,34.0,neutral or dissatisfied
13902,Male,Loyal Customer,27,Business travel,Business,214,3,5,5,5,2,2,3,2,1,5,3,1,3,2,17,13.0,neutral or dissatisfied
13903,Female,Loyal Customer,43,Personal Travel,Eco,1205,2,4,2,3,3,4,4,4,4,2,4,2,4,2,0,0.0,neutral or dissatisfied
13904,Male,disloyal Customer,13,Business travel,Eco,1250,3,3,3,4,2,3,2,2,4,3,4,4,3,2,0,0.0,neutral or dissatisfied
13905,Female,Loyal Customer,13,Personal Travel,Eco,425,1,0,1,4,2,1,2,2,5,3,4,3,4,2,0,0.0,neutral or dissatisfied
13906,Female,Loyal Customer,39,Business travel,Eco Plus,230,4,1,1,1,4,4,4,4,3,4,4,5,5,4,0,0.0,satisfied
13907,Male,disloyal Customer,37,Business travel,Eco,239,3,1,3,3,1,3,1,1,4,4,4,3,3,1,29,24.0,neutral or dissatisfied
13908,Male,Loyal Customer,57,Personal Travel,Eco,1262,2,4,1,5,1,1,1,1,3,3,5,5,4,1,8,8.0,neutral or dissatisfied
13909,Female,disloyal Customer,26,Business travel,Eco,1064,3,3,3,4,3,3,3,3,1,1,4,2,4,3,0,0.0,neutral or dissatisfied
13910,Female,disloyal Customer,23,Business travel,Eco Plus,221,0,0,0,4,5,0,5,5,1,1,5,5,3,5,6,0.0,satisfied
13911,Male,Loyal Customer,66,Personal Travel,Eco,1562,3,3,3,4,4,3,4,4,4,1,3,2,3,4,63,48.0,neutral or dissatisfied
13912,Female,Loyal Customer,31,Business travel,Eco,416,4,4,4,4,4,4,4,4,3,5,3,3,2,4,7,0.0,satisfied
13913,Male,Loyal Customer,31,Business travel,Business,1992,1,2,2,2,1,1,1,1,4,3,3,3,3,1,61,88.0,neutral or dissatisfied
13914,Male,disloyal Customer,24,Business travel,Eco,422,1,3,1,2,3,1,3,3,3,2,4,4,3,3,0,0.0,neutral or dissatisfied
13915,Female,Loyal Customer,59,Personal Travel,Eco,1023,1,5,1,3,4,4,4,4,4,1,4,4,4,3,0,0.0,neutral or dissatisfied
13916,Male,disloyal Customer,24,Business travel,Eco,1235,1,1,1,3,4,1,4,4,4,2,3,3,1,4,42,59.0,neutral or dissatisfied
13917,Female,Loyal Customer,36,Business travel,Business,2496,4,4,4,4,1,3,4,5,5,5,5,5,5,4,7,0.0,satisfied
13918,Male,Loyal Customer,48,Business travel,Business,214,4,4,5,4,4,5,4,3,3,4,5,5,3,5,0,0.0,satisfied
13919,Female,Loyal Customer,40,Business travel,Business,1028,4,4,4,4,2,1,2,5,5,5,5,2,5,5,1,0.0,satisfied
13920,Female,Loyal Customer,7,Personal Travel,Eco Plus,327,2,1,2,4,2,2,2,2,1,5,3,3,4,2,0,0.0,neutral or dissatisfied
13921,Female,Loyal Customer,35,Business travel,Business,109,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
13922,Female,Loyal Customer,26,Personal Travel,Eco Plus,1303,3,4,3,2,2,3,2,2,4,4,3,4,4,2,30,26.0,neutral or dissatisfied
13923,Male,disloyal Customer,35,Business travel,Business,1865,1,0,0,2,5,0,5,5,3,5,2,3,3,5,4,6.0,neutral or dissatisfied
13924,Male,Loyal Customer,48,Business travel,Eco,552,5,3,2,2,5,5,5,5,3,5,5,4,1,5,0,2.0,satisfied
13925,Female,Loyal Customer,48,Business travel,Business,547,4,4,4,4,5,5,4,4,4,4,4,4,4,3,18,45.0,satisfied
13926,Female,Loyal Customer,49,Business travel,Business,1972,1,1,1,1,3,4,4,4,4,4,4,3,4,3,6,0.0,satisfied
13927,Male,Loyal Customer,14,Personal Travel,Eco,679,3,4,3,5,1,3,1,1,4,4,5,4,5,1,0,1.0,neutral or dissatisfied
13928,Male,Loyal Customer,31,Personal Travel,Eco,271,3,0,3,3,5,3,5,5,5,5,5,3,5,5,0,0.0,neutral or dissatisfied
13929,Male,Loyal Customer,39,Personal Travel,Eco Plus,109,4,4,4,2,4,4,4,4,4,5,4,3,4,4,0,8.0,neutral or dissatisfied
13930,Male,Loyal Customer,44,Business travel,Eco Plus,221,4,3,3,3,4,4,4,4,4,2,3,1,5,4,15,5.0,satisfied
13931,Female,disloyal Customer,39,Business travel,Eco Plus,354,1,1,1,4,4,1,4,4,4,5,3,1,3,4,3,16.0,neutral or dissatisfied
13932,Male,Loyal Customer,60,Personal Travel,Eco,645,3,4,3,4,1,3,1,1,1,2,4,2,4,1,0,6.0,neutral or dissatisfied
13933,Male,disloyal Customer,26,Business travel,Business,251,3,4,3,3,4,3,4,4,4,2,4,3,5,4,0,0.0,neutral or dissatisfied
13934,Female,Loyal Customer,48,Business travel,Business,862,2,2,2,2,5,5,4,4,4,4,4,5,4,4,40,15.0,satisfied
13935,Male,disloyal Customer,29,Business travel,Business,946,5,5,5,4,5,1,1,4,2,4,4,1,5,1,158,150.0,satisfied
13936,Male,disloyal Customer,21,Business travel,Eco,399,0,0,0,1,4,0,4,4,2,3,5,5,1,4,0,0.0,satisfied
13937,Male,disloyal Customer,25,Business travel,Business,500,4,4,4,4,1,4,1,1,3,3,4,3,5,1,0,0.0,satisfied
13938,Male,Loyal Customer,45,Business travel,Business,1906,5,3,5,5,2,4,4,5,5,5,5,5,5,5,101,92.0,satisfied
13939,Female,Loyal Customer,40,Business travel,Eco,1053,3,2,2,2,3,3,3,3,1,5,3,3,4,3,16,0.0,neutral or dissatisfied
13940,Female,Loyal Customer,42,Business travel,Eco,1037,3,5,1,5,1,2,2,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
13941,Male,disloyal Customer,24,Business travel,Eco,1136,5,5,5,5,5,5,1,5,5,3,5,3,4,5,0,0.0,satisfied
13942,Female,Loyal Customer,43,Business travel,Business,2113,2,2,2,2,2,2,3,5,5,5,5,4,5,4,0,0.0,satisfied
13943,Female,disloyal Customer,27,Business travel,Eco,780,4,4,4,3,3,4,4,3,5,1,2,2,5,3,0,0.0,neutral or dissatisfied
13944,Male,Loyal Customer,47,Business travel,Business,3711,2,2,2,2,1,5,2,4,4,4,4,3,4,3,0,0.0,satisfied
13945,Female,Loyal Customer,69,Personal Travel,Eco Plus,584,3,5,2,4,3,5,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
13946,Female,Loyal Customer,57,Business travel,Business,3262,4,4,4,4,2,5,4,5,5,4,5,3,5,5,0,0.0,satisfied
13947,Female,Loyal Customer,25,Personal Travel,Eco,486,2,3,2,3,5,2,5,5,3,4,2,3,3,5,39,34.0,neutral or dissatisfied
13948,Female,Loyal Customer,42,Business travel,Business,299,3,2,2,2,5,3,4,3,3,4,3,4,3,2,52,51.0,neutral or dissatisfied
13949,Male,Loyal Customer,53,Business travel,Business,2379,1,1,1,1,4,1,2,5,5,4,5,4,5,3,64,53.0,satisfied
13950,Male,Loyal Customer,24,Personal Travel,Business,689,3,1,3,2,5,3,5,5,4,5,1,1,1,5,0,7.0,neutral or dissatisfied
13951,Male,Loyal Customer,26,Personal Travel,Eco,397,2,4,2,2,3,2,5,3,5,4,4,3,5,3,0,0.0,neutral or dissatisfied
13952,Male,Loyal Customer,58,Business travel,Business,2622,3,2,2,2,1,3,4,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
13953,Male,disloyal Customer,35,Business travel,Business,1726,3,4,4,3,1,4,1,1,4,3,4,3,4,1,0,19.0,neutral or dissatisfied
13954,Female,Loyal Customer,33,Personal Travel,Eco,110,1,1,1,2,5,1,3,5,2,1,2,1,3,5,0,0.0,neutral or dissatisfied
13955,Male,Loyal Customer,37,Business travel,Business,2989,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
13956,Female,Loyal Customer,53,Business travel,Business,2586,5,5,5,5,4,3,5,4,4,4,4,4,4,5,13,21.0,satisfied
13957,Female,Loyal Customer,44,Business travel,Eco,780,4,4,4,4,2,3,4,4,4,4,4,1,4,2,23,36.0,satisfied
13958,Female,Loyal Customer,64,Business travel,Business,3849,4,3,3,3,3,3,3,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
13959,Male,Loyal Customer,17,Personal Travel,Eco Plus,183,2,4,2,3,3,2,3,3,3,2,4,4,4,3,10,9.0,neutral or dissatisfied
13960,Male,Loyal Customer,52,Business travel,Eco Plus,209,5,5,5,5,5,5,5,5,1,1,1,2,5,5,0,2.0,satisfied
13961,Female,disloyal Customer,24,Business travel,Eco,447,3,4,3,4,5,3,5,5,5,4,5,3,5,5,0,0.0,neutral or dissatisfied
13962,Female,Loyal Customer,42,Business travel,Business,1842,4,4,4,4,4,3,3,3,3,3,3,4,3,5,10,0.0,satisfied
13963,Female,Loyal Customer,48,Business travel,Business,3589,5,5,5,5,4,5,4,4,4,4,4,5,4,4,1,0.0,satisfied
13964,Female,Loyal Customer,61,Personal Travel,Eco,399,2,4,2,1,4,5,5,5,5,2,5,3,5,5,5,0.0,neutral or dissatisfied
13965,Female,Loyal Customer,64,Personal Travel,Eco,119,2,4,2,3,4,4,4,5,5,2,5,4,5,4,24,18.0,neutral or dissatisfied
13966,Female,Loyal Customer,46,Business travel,Business,237,5,2,5,5,3,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
13967,Female,Loyal Customer,31,Business travel,Business,3785,4,4,4,4,4,4,4,4,4,2,5,4,5,4,84,,satisfied
13968,Female,Loyal Customer,65,Personal Travel,Business,1120,4,2,4,3,4,3,4,4,4,4,1,1,4,4,94,90.0,neutral or dissatisfied
13969,Female,disloyal Customer,52,Business travel,Business,864,5,5,5,2,2,5,2,2,4,4,4,3,5,2,0,0.0,satisfied
13970,Male,Loyal Customer,61,Business travel,Eco,858,2,4,5,5,2,2,2,2,1,3,3,2,3,2,0,0.0,neutral or dissatisfied
13971,Male,Loyal Customer,23,Personal Travel,Eco,603,1,5,1,1,2,1,2,2,5,2,5,5,4,2,0,5.0,neutral or dissatisfied
13972,Male,Loyal Customer,62,Personal Travel,Eco,2556,2,5,2,3,4,2,5,4,3,4,4,3,4,4,1,0.0,neutral or dissatisfied
13973,Male,Loyal Customer,58,Personal Travel,Eco,325,2,3,2,4,5,2,5,5,4,4,4,2,4,5,0,0.0,neutral or dissatisfied
13974,Female,Loyal Customer,38,Business travel,Business,588,2,2,2,2,2,5,4,4,4,5,4,3,4,5,66,58.0,satisfied
13975,Female,Loyal Customer,24,Business travel,Business,2872,2,2,2,2,4,4,4,4,5,3,5,4,4,4,0,0.0,satisfied
13976,Female,Loyal Customer,29,Business travel,Business,874,3,3,2,3,4,4,4,4,5,2,5,4,4,4,1,0.0,satisfied
13977,Male,Loyal Customer,41,Business travel,Business,1953,2,2,2,2,2,5,4,2,2,3,2,5,2,4,0,0.0,satisfied
13978,Male,Loyal Customer,41,Business travel,Business,1814,3,3,3,3,3,3,4,3,3,3,3,3,3,5,63,34.0,satisfied
13979,Male,Loyal Customer,65,Personal Travel,Business,1185,3,1,2,3,3,4,4,2,2,2,2,4,2,4,46,44.0,neutral or dissatisfied
13980,Male,Loyal Customer,18,Personal Travel,Eco,1096,1,3,1,1,2,1,2,2,1,4,2,4,4,2,0,5.0,neutral or dissatisfied
13981,Female,Loyal Customer,35,Personal Travel,Eco,584,3,5,3,2,1,3,1,1,3,3,4,4,5,1,0,0.0,neutral or dissatisfied
13982,Female,Loyal Customer,41,Business travel,Eco,278,5,1,1,1,5,5,5,5,2,2,4,5,2,5,0,0.0,satisfied
13983,Female,Loyal Customer,51,Business travel,Eco,1464,2,1,1,1,2,4,4,2,2,2,2,4,2,3,2,0.0,neutral or dissatisfied
13984,Male,Loyal Customer,49,Personal Travel,Business,315,4,2,4,3,1,3,4,1,1,4,1,2,1,1,1,0.0,neutral or dissatisfied
13985,Male,disloyal Customer,23,Business travel,Eco,902,3,3,3,5,1,3,1,1,5,2,4,5,5,1,4,0.0,neutral or dissatisfied
13986,Male,disloyal Customer,54,Business travel,Business,888,3,3,3,2,1,3,3,1,4,3,5,4,5,1,0,15.0,neutral or dissatisfied
13987,Male,Loyal Customer,39,Business travel,Business,222,4,4,4,4,4,4,4,5,5,5,5,1,5,1,0,0.0,satisfied
13988,Female,Loyal Customer,67,Personal Travel,Eco,731,2,1,2,2,3,2,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
13989,Male,Loyal Customer,43,Business travel,Eco,639,3,2,2,2,3,3,3,3,2,2,3,2,3,3,46,28.0,neutral or dissatisfied
13990,Female,Loyal Customer,22,Business travel,Business,1634,2,2,2,2,5,5,5,5,2,3,5,1,2,5,0,0.0,satisfied
13991,Female,Loyal Customer,20,Personal Travel,Eco,446,3,5,3,1,1,3,2,1,3,2,4,3,5,1,0,0.0,neutral or dissatisfied
13992,Female,Loyal Customer,48,Business travel,Business,1778,2,2,2,2,4,4,3,5,5,4,4,2,5,5,16,8.0,satisfied
13993,Male,Loyal Customer,49,Business travel,Business,2492,0,0,0,3,5,5,4,2,2,1,1,3,2,5,10,12.0,satisfied
13994,Male,Loyal Customer,27,Personal Travel,Eco,1597,2,4,3,3,2,3,3,2,4,2,5,3,4,2,19,12.0,neutral or dissatisfied
13995,Male,Loyal Customer,37,Business travel,Eco,200,5,4,4,4,5,5,5,5,2,1,1,4,3,5,0,0.0,satisfied
13996,Female,disloyal Customer,17,Business travel,Eco,862,2,2,2,3,4,2,4,4,4,5,3,4,4,4,14,23.0,neutral or dissatisfied
13997,Male,Loyal Customer,68,Personal Travel,Eco,239,3,4,3,1,5,3,5,5,4,4,4,5,5,5,4,0.0,neutral or dissatisfied
13998,Female,Loyal Customer,54,Business travel,Business,862,5,5,5,5,3,4,5,4,4,4,4,4,4,4,3,0.0,satisfied
13999,Female,Loyal Customer,30,Business travel,Business,1848,2,2,2,2,4,4,4,4,5,5,5,5,5,4,7,3.0,satisfied
14000,Male,Loyal Customer,34,Business travel,Business,1728,3,3,3,3,3,3,3,3,4,4,3,3,4,3,305,301.0,neutral or dissatisfied
14001,Female,disloyal Customer,29,Business travel,Eco,486,1,3,1,3,3,1,3,3,3,1,2,2,2,3,0,10.0,neutral or dissatisfied
14002,Male,disloyal Customer,28,Business travel,Eco,861,2,2,2,4,3,2,3,3,2,2,2,2,1,3,0,0.0,neutral or dissatisfied
14003,Male,disloyal Customer,24,Business travel,Eco,758,5,5,5,2,5,5,5,5,4,4,5,4,3,5,32,28.0,satisfied
14004,Female,Loyal Customer,44,Business travel,Business,184,5,5,5,5,2,4,5,4,4,5,5,3,4,5,0,0.0,satisfied
14005,Female,Loyal Customer,25,Business travel,Business,3684,5,5,5,5,3,3,3,3,3,4,5,5,5,3,0,0.0,satisfied
14006,Male,Loyal Customer,12,Business travel,Business,3386,2,3,4,4,2,3,2,2,4,3,4,3,4,2,0,0.0,neutral or dissatisfied
14007,Female,Loyal Customer,7,Personal Travel,Eco,1119,3,5,3,2,3,3,3,3,5,4,5,3,5,3,0,0.0,neutral or dissatisfied
14008,Female,Loyal Customer,63,Business travel,Eco,160,4,4,4,4,3,1,3,4,4,4,4,3,4,2,47,67.0,satisfied
14009,Male,Loyal Customer,61,Business travel,Business,3475,2,2,2,2,2,1,3,5,5,5,5,4,5,2,8,3.0,satisfied
14010,Female,disloyal Customer,23,Business travel,Eco,368,2,4,1,2,5,1,3,5,4,2,5,3,5,5,0,0.0,neutral or dissatisfied
14011,Male,Loyal Customer,53,Business travel,Business,296,1,1,1,1,4,1,5,4,4,4,4,2,4,3,0,0.0,satisfied
14012,Female,Loyal Customer,37,Business travel,Business,462,2,5,5,5,2,4,3,2,2,2,2,4,2,4,10,7.0,neutral or dissatisfied
14013,Male,Loyal Customer,70,Personal Travel,Eco,1517,2,4,2,5,2,2,2,2,2,4,2,5,4,2,3,0.0,neutral or dissatisfied
14014,Female,Loyal Customer,39,Business travel,Business,2396,3,3,3,3,3,4,5,3,3,3,3,3,3,5,0,0.0,satisfied
14015,Female,Loyal Customer,45,Business travel,Business,214,5,5,5,5,3,4,5,4,4,4,5,5,4,3,0,0.0,satisfied
14016,Male,Loyal Customer,50,Personal Travel,Eco,391,4,1,4,4,4,4,4,4,3,4,3,2,3,4,19,16.0,neutral or dissatisfied
14017,Female,Loyal Customer,41,Business travel,Business,1819,4,4,4,4,5,5,5,4,5,5,3,5,2,5,116,161.0,satisfied
14018,Female,disloyal Customer,40,Business travel,Business,273,1,1,1,4,1,1,1,1,2,3,4,1,3,1,0,0.0,neutral or dissatisfied
14019,Female,Loyal Customer,38,Business travel,Business,387,5,5,4,5,1,5,2,4,4,4,4,4,4,2,4,0.0,satisfied
14020,Male,Loyal Customer,67,Business travel,Eco,362,4,3,3,3,4,4,4,4,3,4,2,2,3,4,0,0.0,neutral or dissatisfied
14021,Male,Loyal Customer,58,Business travel,Business,1863,0,0,0,4,2,5,5,5,5,5,5,4,5,4,9,12.0,satisfied
14022,Male,disloyal Customer,48,Business travel,Eco,912,1,1,1,1,2,1,2,2,4,5,3,2,3,2,0,2.0,neutral or dissatisfied
14023,Female,Loyal Customer,52,Business travel,Business,697,4,4,5,4,1,2,4,3,3,3,3,4,3,1,0,0.0,satisfied
14024,Female,Loyal Customer,66,Personal Travel,Eco,345,3,4,3,5,2,5,4,2,2,3,3,3,2,3,8,0.0,neutral or dissatisfied
14025,Female,Loyal Customer,34,Business travel,Business,3624,2,3,3,3,4,3,3,2,2,1,2,2,2,3,0,0.0,neutral or dissatisfied
14026,Male,Loyal Customer,49,Business travel,Eco,867,5,5,2,2,5,5,5,5,1,5,3,1,5,5,2,0.0,satisfied
14027,Male,Loyal Customer,36,Business travel,Business,3655,1,1,1,1,1,3,3,3,3,3,1,4,3,2,40,71.0,neutral or dissatisfied
14028,Female,Loyal Customer,38,Business travel,Business,151,1,1,1,1,2,3,1,5,5,5,5,2,5,3,0,4.0,satisfied
14029,Female,Loyal Customer,48,Business travel,Business,1089,4,4,4,4,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
14030,Male,disloyal Customer,31,Business travel,Business,1065,3,3,3,3,5,3,5,5,3,3,3,1,3,5,0,0.0,neutral or dissatisfied
14031,Male,Loyal Customer,62,Business travel,Eco,147,5,2,3,2,5,5,5,5,1,5,2,3,3,5,0,0.0,satisfied
14032,Female,disloyal Customer,26,Business travel,Eco,338,3,1,3,4,3,3,3,3,4,4,3,4,3,3,0,4.0,neutral or dissatisfied
14033,Female,Loyal Customer,24,Personal Travel,Eco,1587,4,4,4,3,2,4,2,2,5,2,4,4,4,2,0,1.0,neutral or dissatisfied
14034,Female,Loyal Customer,16,Business travel,Eco,1506,3,3,3,3,3,3,2,3,2,1,3,4,3,3,2,6.0,neutral or dissatisfied
14035,Male,Loyal Customer,50,Business travel,Eco,927,5,4,4,4,4,5,4,4,1,2,3,2,2,4,12,28.0,satisfied
14036,Male,Loyal Customer,54,Business travel,Business,2560,1,1,2,1,3,5,5,3,3,2,3,3,3,3,20,2.0,satisfied
14037,Female,Loyal Customer,49,Business travel,Eco,2239,1,3,3,3,1,4,4,1,1,1,1,2,1,1,8,0.0,neutral or dissatisfied
14038,Male,Loyal Customer,47,Business travel,Business,1838,3,5,5,5,4,3,2,3,3,4,3,1,3,3,0,0.0,neutral or dissatisfied
14039,Female,Loyal Customer,44,Business travel,Business,3217,3,3,5,3,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
14040,Female,disloyal Customer,15,Business travel,Eco,909,2,2,2,3,4,2,2,4,1,3,3,3,3,4,0,0.0,neutral or dissatisfied
14041,Male,Loyal Customer,41,Business travel,Business,1882,0,0,0,4,5,4,5,1,1,1,1,5,1,3,0,10.0,satisfied
14042,Male,Loyal Customer,45,Business travel,Business,140,4,2,2,2,5,4,3,4,4,4,4,4,4,2,13,9.0,neutral or dissatisfied
14043,Female,Loyal Customer,55,Business travel,Business,3007,4,4,4,4,5,5,5,5,5,5,5,4,5,3,53,45.0,satisfied
14044,Male,Loyal Customer,47,Business travel,Business,3464,3,3,3,3,2,5,4,4,4,4,4,3,4,5,0,5.0,satisfied
14045,Female,Loyal Customer,60,Business travel,Business,3277,0,0,0,2,2,5,5,4,4,4,4,4,4,5,0,6.0,satisfied
14046,Male,Loyal Customer,51,Personal Travel,Eco Plus,101,2,3,0,4,3,0,3,3,4,1,4,3,4,3,0,0.0,neutral or dissatisfied
14047,Female,Loyal Customer,53,Business travel,Business,2501,1,1,1,1,5,4,4,3,3,3,3,3,3,4,7,0.0,satisfied
14048,Male,Loyal Customer,19,Business travel,Business,946,3,3,3,3,5,5,5,5,5,2,5,4,5,5,0,8.0,satisfied
14049,Male,Loyal Customer,32,Business travel,Business,1589,5,5,5,5,4,4,4,4,4,3,3,5,5,4,0,0.0,satisfied
14050,Female,Loyal Customer,54,Personal Travel,Eco,1050,2,4,2,3,4,4,4,4,4,2,1,4,4,3,0,0.0,neutral or dissatisfied
14051,Female,Loyal Customer,45,Business travel,Eco,384,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
14052,Male,Loyal Customer,59,Business travel,Business,2486,4,4,4,4,5,4,4,5,5,5,5,5,5,3,9,9.0,satisfied
14053,Female,disloyal Customer,28,Business travel,Business,1325,4,4,4,3,4,4,4,4,5,4,4,5,5,4,42,29.0,satisfied
14054,Male,Loyal Customer,39,Business travel,Business,845,3,3,1,3,5,4,4,4,4,4,4,5,4,5,17,20.0,satisfied
14055,Male,Loyal Customer,28,Business travel,Eco Plus,926,1,1,1,1,1,1,1,1,3,4,4,4,4,1,57,22.0,neutral or dissatisfied
14056,Female,disloyal Customer,24,Business travel,Business,731,5,4,5,3,4,5,1,4,4,5,5,3,5,4,0,0.0,satisfied
14057,Female,Loyal Customer,39,Personal Travel,Eco,528,2,4,2,4,2,2,2,2,3,2,4,4,4,2,0,0.0,neutral or dissatisfied
14058,Female,Loyal Customer,64,Personal Travel,Eco,563,2,4,2,3,4,5,5,1,1,2,1,3,1,3,0,4.0,neutral or dissatisfied
14059,Female,Loyal Customer,59,Business travel,Eco,937,5,2,2,2,5,4,3,5,5,5,5,5,5,3,1,0.0,satisfied
14060,Male,Loyal Customer,40,Business travel,Business,223,4,4,4,4,4,3,3,1,1,2,4,4,1,2,9,4.0,neutral or dissatisfied
14061,Female,disloyal Customer,32,Business travel,Business,338,2,2,2,4,4,2,4,4,4,4,4,5,4,4,0,0.0,neutral or dissatisfied
14062,Male,Loyal Customer,55,Business travel,Business,2398,4,3,4,4,2,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
14063,Female,Loyal Customer,31,Personal Travel,Eco Plus,2465,3,5,3,1,3,1,1,5,3,3,4,1,3,1,64,77.0,neutral or dissatisfied
14064,Female,Loyal Customer,29,Business travel,Eco Plus,936,4,5,5,5,4,4,4,4,1,2,3,2,4,4,9,4.0,neutral or dissatisfied
14065,Female,disloyal Customer,23,Business travel,Eco,558,3,0,3,3,2,3,2,2,4,3,3,2,3,2,0,0.0,neutral or dissatisfied
14066,Male,Loyal Customer,38,Personal Travel,Eco Plus,480,1,3,1,3,1,1,1,1,5,1,3,2,3,1,0,1.0,neutral or dissatisfied
14067,Male,Loyal Customer,33,Business travel,Business,1578,2,2,2,2,4,3,4,4,1,2,5,1,5,4,0,0.0,satisfied
14068,Female,disloyal Customer,13,Business travel,Eco Plus,1609,1,0,0,3,5,0,5,5,5,4,5,1,3,5,6,0.0,neutral or dissatisfied
14069,Male,Loyal Customer,36,Business travel,Business,108,1,3,4,3,3,4,3,3,3,3,1,3,3,4,40,31.0,neutral or dissatisfied
14070,Male,disloyal Customer,23,Business travel,Eco,1023,1,1,1,2,2,1,2,2,5,2,5,5,5,2,0,0.0,neutral or dissatisfied
14071,Male,Loyal Customer,38,Business travel,Eco Plus,937,1,2,2,2,1,1,1,1,4,2,2,2,2,1,0,0.0,neutral or dissatisfied
14072,Female,Loyal Customer,69,Personal Travel,Eco,670,4,4,4,5,5,5,5,3,3,4,3,3,3,3,72,64.0,neutral or dissatisfied
14073,Male,Loyal Customer,21,Business travel,Business,3179,5,5,5,5,5,5,5,5,2,5,2,3,5,5,0,0.0,satisfied
14074,Male,Loyal Customer,28,Personal Travel,Eco,402,3,4,3,1,5,3,5,5,5,2,5,3,4,5,0,2.0,neutral or dissatisfied
14075,Male,Loyal Customer,36,Business travel,Eco,136,5,5,5,5,5,5,5,5,3,3,4,1,1,5,0,0.0,satisfied
14076,Female,disloyal Customer,37,Business travel,Eco,788,5,5,5,4,5,5,5,5,4,2,4,3,2,5,0,4.0,satisfied
14077,Female,Loyal Customer,11,Personal Travel,Eco,633,1,5,1,2,5,1,5,5,4,2,5,3,4,5,0,0.0,neutral or dissatisfied
14078,Female,Loyal Customer,51,Personal Travel,Eco,228,3,5,3,2,1,5,5,3,3,3,3,1,3,1,8,1.0,neutral or dissatisfied
14079,Female,Loyal Customer,51,Business travel,Eco,776,3,2,2,2,1,2,3,4,4,3,4,4,4,1,6,15.0,neutral or dissatisfied
14080,Female,Loyal Customer,55,Business travel,Business,1747,3,3,1,3,3,4,5,5,5,5,5,4,5,5,3,0.0,satisfied
14081,Female,Loyal Customer,11,Personal Travel,Eco,403,1,1,1,2,1,1,1,1,2,4,2,2,3,1,46,47.0,neutral or dissatisfied
14082,Female,Loyal Customer,65,Business travel,Eco,705,4,3,3,3,3,5,2,3,3,4,3,3,3,4,16,,satisfied
